Id,TagName,Count,ExcerptPostId,WikiPostId
2034,sicp,12,181165,181164
2040,gitflow,72,178198,178197
2041,pure-oop,8,NULL,NULL
2044,ssis,10,286501,286500
2045,closed-source,61,NULL,NULL
2053,backups,29,145719,145718
2055,markup,17,NULL,NULL
2057,escaping,9,NULL,NULL
2058,lamp,14,NULL,NULL
2065,relational-database,197,NULL,NULL
2069,stub,10,NULL,NULL
2072,extreme-programming,56,169866,169865
2074,file-systems,75,284711,284710
2076,document,13,NULL,NULL
2081,tsql,25,NULL,NULL
2083,interfaces,490,163468,163467
2085,extensibility,36,NULL,NULL
2086,design-decisions,17,NULL,NULL
2088,crm,9,287202,287201
2103,permissions,63,NULL,NULL
2104,authorization,82,NULL,NULL
2110,data-warehouse,22,NULL,NULL
2111,trust,5,NULL,NULL
2116,technical-manuals,2,NULL,NULL
2120,ada,7,99215,99214
2128,adobe,4,225453,225452
2133,playframework,13,NULL,NULL
2137,role,7,NULL,NULL
2138,division-of-labor,7,312719,312718
2139,test-automation,43,NULL,NULL
2140,reporting,42,NULL,NULL
2141,report-generation,11,NULL,NULL
2143,information-presentation,7,NULL,NULL
2145,multithreading,472,170236,170235
2148,risk,9,NULL,NULL
2149,stl,25,124565,124564
2150,boost,21,NULL,NULL
2154,json,259,176213,176212
2155,csdp,3,105633,105632
2159,struts,5,NULL,NULL
2161,upgrade,16,NULL,NULL
2162,schema,65,NULL,NULL
2166,duck-typing,20,NULL,NULL
2176,extension-method,11,NULL,NULL
2179,cross-browser,16,NULL,NULL
2180,oauth,45,NULL,NULL
2181,authentication,223,286895,286894
2184,ubuntu,20,118634,118633
2186,text-encoding,19,NULL,NULL
2189,tablets,7,NULL,NULL
2196,configuration-management,76,308017,308016
2201,bug-report,31,202553,202552
2203,retrospective,8,289539,289538
2210,geospatial,23,NULL,NULL
2224,sql-injection,12,NULL,NULL
2227,hierarchy,42,NULL,NULL
2228,tagging,20,360678,360677
2232,scope,63,NULL,NULL
2237,release-management,122,179352,179351
2238,blackberry,4,NULL,NULL
2239,ado.net,10,NULL,NULL
2240,transaction,63,NULL,NULL
2242,eula,12,NULL,NULL
2248,rad,11,92651,92650
2252,service,49,339561,339560
2262,secure-coding,12,NULL,NULL
2266,np-complete,7,NULL,NULL
2268,windows-8,36,122868,122867
2276,fpa,6,162493,162492
2278,query,48,NULL,NULL
2282,numeric-precision,29,NULL,NULL
2284,msdn,7,NULL,NULL
2285,model,86,290723,290722
2286,modelling,19,NULL,NULL
2287,xslt,19,NULL,NULL
2290,redis,43,134332,134331
2293,pagination,22,158111,158110
2303,jira,35,287617,287616
2315,program,9,NULL,NULL
2317,defensive-programming,19,212783,212782
2324,mvp,93,224731,224730
2325,chat,20,NULL,NULL
2327,soap,46,222401,222400
2334,codefirst,16,NULL,NULL
2336,immutability,124,NULL,NULL
2348,defect,18,NULL,NULL
2353,ftp,13,310215,310214
2358,cqrs,110,123520,123519
2363,parallel-programming,49,NULL,NULL
2367,login,62,NULL,NULL
2368,final,19,NULL,NULL
2374,csda,3,89713,89712
2375,business-intelligence,14,NULL,NULL
2378,case-insensitivity,4,NULL,NULL
2380,audit,18,NULL,NULL
2383,trees,127,NULL,NULL
2386,text-processing,40,NULL,NULL
2388,pdf,21,NULL,NULL
2395,access-control,40,NULL,NULL
2396,cocoa,13,NULL,NULL
2399,array,183,312202,312201
2404,user-interaction,9,NULL,NULL
2407,risk-assesment,5,NULL,NULL
2409,properties,73,NULL,NULL
2414,geometry,56,NULL,NULL
2420,auto-completion,8,NULL,NULL
2423,normalization,42,206994,206993
2432,verification,40,NULL,NULL
2435,server,189,166830,166829
2436,webforms,48,NULL,NULL
2441,assessment,4,NULL,NULL
2444,type-conversion,20,NULL,NULL
2447,designer,4,NULL,NULL
2449,ooad,16,159190,159189
2452,error-detection,15,NULL,NULL
2454,translate,19,NULL,NULL
2457,pascal,19,159117,159116
2462,d,7,244468,244467
2465,user-story,122,112132,112131
2469,non-disclosure-agreement,10,NULL,NULL
2470,http-request,64,NULL,NULL
2471,http-response,33,NULL,NULL
2473,dao,42,213079,213078
2475,task,19,212420,212419
2477,web-crawler,20,NULL,NULL
2478,wikipedia,7,NULL,NULL
2479,numbers,58,NULL,NULL
2482,definition,46,199601,199600
2488,octal,3,NULL,NULL
2495,ooda,2,NULL,NULL
2497,cmake,17,299352,299351
2499,architectural-patterns,153,NULL,NULL
2502,object,76,NULL,NULL
2503,class,210,285120,285119
2507,big-theta,6,NULL,NULL
2510,project-planning,30,289541,289540
2513,genetic-algorithms,41,258582,258581
2518,manual-testing,11,NULL,NULL
2524,agpl,46,NULL,NULL
2528,system-architecture,8,NULL,NULL
2529,payment,21,260214,260213
2531,multiple-inheritance,39,NULL,NULL
2533,sinatra,5,NULL,NULL
2534,class-diagram,86,158165,158164
2537,reflection,40,NULL,NULL
2538,c++11,152,179503,179502
2542,phpstorm,3,102655,102654
2551,sdk,22,102657,102656
2557,barcode,5,102082,102081
2558,career-development,71,102202,102201
2560,custom-control,5,NULL,NULL
2565,product-backlog,22,112126,112125
2569,use-case,98,229041,229040
2578,dry,99,109266,109265
2579,domain-specific-languages,10,344716,344715
2580,automatic-programming,5,NULL,NULL
2583,membership-provider,3,NULL,NULL
2586,razor,10,156444,156443
2587,multitasking,11,NULL,NULL
2592,order,14,NULL,NULL
2593,map,49,NULL,NULL
2594,visualization,16,NULL,NULL
2595,static-methods,66,NULL,NULL
2596,integration,52,NULL,NULL
2597,unit-of-work,30,NULL,NULL
2598,cost-estimation,26,NULL,NULL
2600,rationale,2,NULL,NULL
2608,cocomo,8,NULL,NULL
2609,flow,15,NULL,NULL
2612,p2p,15,NULL,NULL
2617,multi-platform,25,303417,303416
2619,roles,33,NULL,NULL
2623,networks,46,167344,167343
2625,observer-pattern,60,NULL,NULL
2629,visual-foxpro,4,NULL,NULL
2636,metro,17,166710,166709
2637,winrt,15,108544,108543
2638,suffix-trees,3,NULL,NULL
2647,https,19,336823,336822
2648,exception-handling,144,278493,278492
2652,files,49,NULL,NULL
2653,compression,47,NULL,NULL
2654,indexing,49,NULL,NULL
2656,code-security,23,NULL,NULL
2657,flask,14,NULL,NULL
2659,threading,12,NULL,NULL
2660,multitenancy,36,NULL,NULL
2661,android-development,82,156965,156964
2663,latency,18,NULL,NULL
2667,make,18,NULL,NULL
2669,event-programming,148,110888,110887
2671,sequence-diagram,38,NULL,NULL
2673,graph-traversal,43,NULL,NULL
2676,directory-structure,33,235302,235301
2680,shell,39,143948,143947
2689,knowledge-transfer,65,235214,235213
2691,declarations,13,NULL,NULL
2694,case-tools,3,NULL,NULL
2697,video,28,NULL,NULL
2698,awt,3,NULL,NULL
2699,xmlhttprequest,14,NULL,NULL
2700,presentation-model,5,NULL,NULL
2702,compatibility,20,NULL,NULL
2703,modern,5,NULL,NULL
2705,web-servers,25,NULL,NULL
2707,ml,2,NULL,NULL
2709,adapter,14,NULL,NULL
2710,mongo,16,133787,133786
2713,document-databases,26,NULL,NULL
2714,stack,66,285043,285042
2715,heap,46,NULL,NULL
2716,crud,32,240778,240777
2718,word,10,NULL,NULL
2719,fragmentation,4,NULL,NULL
2720,allocation,22,NULL,NULL
2721,malloc,15,NULL,NULL
2722,procedural,31,179511,179510
2726,svg,5,279738,279737
2729,cvs,6,216782,216781
2733,dart,12,164614,164613
2734,coffeescript,12,131188,131187
2737,forking,46,NULL,NULL
2739,xpath,4,NULL,NULL
2741,prince2,3,NULL,NULL
2744,random,105,301774,301773
2750,thread,20,NULL,NULL
2752,eai,5,NULL,NULL
2758,junit,37,NULL,NULL
2759,speed,40,NULL,NULL
2761,explicit,5,NULL,NULL
2763,virtual-machine-languages,6,NULL,NULL
2765,structured-programming,12,200670,200669
2767,imperative-programming,25,NULL,NULL
2777,test-management,5,120712,120711
2778,requirements-management,56,120714,120713
2794,heuristics,14,NULL,NULL
2795,large-scale-project,25,NULL,NULL
2798,task-organization,24,170200,170199
2802,graph,149,126707,126706
2804,generalization,4,NULL,NULL
2806,embedded-systems,127,162232,162231
2807,dynamic-inheritance,4,NULL,NULL
2811,computer-vision,18,229029,229028
2815,byte,25,NULL,NULL
2816,mariadb,4,279736,279735
2825,revisions,3,NULL,NULL
2827,polling,31,206932,206931
2828,io,70,199411,199410
2840,single-responsibility,180,232173,232172
2841,coldfusion,11,199641,199640
2844,buffers,14,NULL,NULL
2845,polymorphism,122,NULL,NULL
2846,event-sourcing,93,NULL,NULL
2851,event,38,NULL,NULL
2854,usb,11,128048,128047
2856,javadocs,21,NULL,NULL
2866,mixins,14,NULL,NULL
2867,com,15,155003,155002
2868,extjs,10,NULL,NULL
2869,quotations,6,123419,123418
2871,big-data,51,NULL,NULL
2873,canvas,26,NULL,NULL
2874,deprecation,19,167544,167543
2875,machine-code,23,232710,232709
2876,dynamic-programming,61,159150,159149
2881,felix,2,128007,128006
2888,exit-strategy,4,NULL,NULL
2890,routing,38,NULL,NULL
2892,editor-navigation,3,333641,333640
2894,graph-databases,28,NULL,NULL
2897,dijkstra,9,NULL,NULL
2900,crystal-reports,3,NULL,NULL
2901,ssrs,4,206260,206259
2902,dynamic-data,7,NULL,NULL
2905,linking,30,NULL,NULL
2907,cmmi,10,134180,134179
2913,website-performance,18,NULL,NULL
2915,taocp,6,182092,182091
2916,boolean,46,NULL,NULL
2917,logic,41,NULL,NULL
2919,install,4,NULL,NULL
2921,memcached,13,NULL,NULL
2922,lexer,37,128009,128008
2924,stacktrace,2,NULL,NULL
2933,linked-list,31,NULL,NULL
2936,parser-combinator,5,NULL,NULL
2939,server-security,10,NULL,NULL
2943,gettext,5,272692,272691
2957,method-overloading,25,NULL,NULL
2959,uuid,15,NULL,NULL
2960,sms,10,NULL,NULL
2963,component,36,NULL,NULL
2964,sql-azure,7,NULL,NULL
2973,technical-writing,7,235308,235307
2976,personal-software-process,2,131301,131300
2978,dynamic-languages,16,NULL,NULL
2987,ioc,45,201764,201763
2989,rendering,14,NULL,NULL
2992,turing-completeness,21,NULL,NULL
2995,effort,5,NULL,NULL
2996,warranty,3,NULL,NULL
2997,wizard,4,NULL,NULL
2998,literate-programming,5,132745,132744
3005,cgi,12,167542,167541
3009,view,31,NULL,NULL
3010,design-by-contract,23,171661,171660
3012,process-improvement,9,NULL,NULL
3013,session,79,NULL,NULL
3015,perforce,10,NULL,NULL
3018,sharding,6,NULL,NULL
3019,gtk,8,NULL,NULL
3027,keys,15,256328,256327
3040,biztalk,4,261061,261060
3042,serialization,98,158550,158549
3045,return-type,39,NULL,NULL
3046,cron,21,NULL,NULL
3052,conventions,92,NULL,NULL
3063,asp.net-mvc-4,57,188573,188572
3068,arm,14,294256,294255
3075,high-performance,21,305475,305474
3078,mongodb,133,180649,180648
3079,rules-engine,18,NULL,NULL
3084,google-closure,3,NULL,NULL
3085,ontology,2,NULL,NULL
3086,semantic-web,10,139781,139780
3090,process,59,NULL,NULL
3092,workload-estimation,9,205965,205964
3101,state,89,NULL,NULL
3110,software-patches,15,NULL,NULL
3114,annotations,26,NULL,NULL
3116,lucene,13,213244,213243
3123,code-ownership,18,187224,187223
3124,scm,24,216777,216776
3127,entry-point,9,NULL,NULL
3128,document-management,6,NULL,NULL
3131,endianness,12,NULL,NULL
3132,build-system,50,310276,310275
3133,team-foundation-server,127,179332,179331
3139,websockets,71,223481,223480
3141,rule-of-three,5,NULL,NULL
3144,cookies,37,NULL,NULL
3146,monkey-patch,4,NULL,NULL
3147,css3,21,NULL,NULL
3149,dataflow,17,NULL,NULL
3150,signals,8,NULL,NULL
3152,graphical-code,3,NULL,NULL
3153,firmware,8,NULL,NULL
3156,cvcs,8,NULL,NULL
3164,delivery,7,NULL,NULL
3168,healthcare,7,NULL,NULL
3170,message-passing,25,NULL,NULL
3176,object-pascal,3,NULL,NULL
3180,csv,18,NULL,NULL
3184,open-close,28,NULL,NULL
3185,help-documentation,7,NULL,NULL
3195,heatmap,2,NULL,NULL
3196,asm,6,NULL,NULL
3197,locks,47,290177,290176
3199,loops,120,167355,167354
3200,const,30,NULL,NULL
3204,ascii,14,NULL,NULL
3210,method-chaining,29,NULL,NULL
3216,rpc,16,NULL,NULL
3222,continuation,9,NULL,NULL
3229,image,37,NULL,NULL
3232,analytics,25,289151,289150
3235,gerrit,6,153210,153209
3236,sqlite,45,287945,287944
3241,ninject,12,NULL,NULL
3242,integration-testing,20,NULL,NULL
3244,keywords,20,NULL,NULL
3246,practical-application,5,NULL,NULL
3249,queue,35,NULL,NULL
3251,client,44,166832,166831
3253,naming-standards,96,185358,185357
3258,function-point,5,NULL,NULL
3259,data-modeling,60,NULL,NULL
3260,url,34,NULL,NULL
3263,minify,6,NULL,NULL
3264,legacy-code,52,234979,234978
3266,spring-mvc,39,NULL,NULL
3276,development,27,NULL,NULL
3281,heroku,13,NULL,NULL
3286,ceylon,1,196645,196644
3289,arithmetic,24,NULL,NULL
3290,separation-of-concerns,96,354476,354475
3291,include,13,NULL,NULL
3292,data-replication,23,NULL,NULL
3294,tail-call,13,NULL,NULL
3308,oauth2,55,NULL,NULL
3315,space-technology,8,NULL,NULL
3316,vba,21,NULL,NULL
3317,algebraic-data-type,9,NULL,NULL
3319,merging,53,304920,304919
3321,analogy,7,NULL,NULL
3323,jsf,20,NULL,NULL
3328,brookslaw,2,NULL,NULL
3344,dynamic-linking,16,167419,167418
3348,evidence-based,4,NULL,NULL
3368,data-flow-diagram,4,167413,167412
3369,local-storage,14,NULL,NULL
3373,calculus,4,NULL,NULL
3379,modern-ui,1,166708,166707
3380,visual-studio-2012,11,166721,166720
3382,bitbucket,13,173568,173567
3383,typescript,38,167214,167213
3384,cohesion,11,NULL,NULL
3389,riak,1,179529,179528
3391,factor,3,NULL,NULL
3392,forth,4,NULL,NULL
3393,memory-usage,72,NULL,NULL
3396,attribution,14,NULL,NULL
3418,multiprocessing,14,NULL,NULL
3425,hmac,8,NULL,NULL
3426,feasibility,5,171446,171445
3429,algorithm-analysis,84,336375,336374
3430,image-processing,44,NULL,NULL
3434,powershell,9,NULL,NULL
3435,collections,89,NULL,NULL
3436,higher-order-functions,20,221064,221063
3440,windows-phone-8,12,NULL,NULL
3445,dependency-management,82,NULL,NULL
3447,functional-testing,35,NULL,NULL
3448,dynamic,19,NULL,NULL
3453,principles,9,NULL,NULL
3454,sip,5,NULL,NULL
3458,asynchronous-programming,117,NULL,NULL
3466,currying,12,177351,177350
3476,java8,57,189581,189580
3487,static-keyword,6,NULL,NULL
3489,static-access,29,180127,180126
3490,static-linking,16,180260,180259
3491,cloud,25,344857,344856
3500,yii,3,181105,181104
3505,jboss,6,NULL,NULL
3506,asp.net-mvc-web-api,64,NULL,NULL
3514,srs,6,NULL,NULL
3515,common-lisp,20,223207,223206
3519,filtering,25,NULL,NULL
3523,visitor-pattern,20,NULL,NULL
3524,phpunit,19,202709,202708
3528,akka,27,202106,202105
3532,feature-creep,4,NULL,NULL
3541,rebol,5,187988,187987
3543,joda-time,2,NULL,NULL
3551,burndown,8,NULL,NULL
3569,generic-programming,16,294262,294261
3574,update,8,NULL,NULL
3575,sublime-text,3,NULL,NULL
3578,out-parameters,4,NULL,NULL
3579,mutable,18,NULL,NULL
3586,floating-point,55,NULL,NULL
3587,warnings,11,NULL,NULL
3592,lisp-machine,2,223705,223704
3595,operator-precedence,12,NULL,NULL
3600,cdn,6,205274,205273
3602,ember.js,7,NULL,NULL
3605,bit,20,NULL,NULL
3606,camelcase,6,196418,196417
3608,factory-method,46,NULL,NULL
3610,3rd-party,6,NULL,NULL
3611,value-object,19,NULL,NULL
3614,uncle-bob,19,218449,218448
3620,vbscript,2,203127,203126
3621,sgml,2,198518,198517
3627,ssa,1,200866,200865
3628,redirect,7,NULL,NULL
3630,protobuf,8,205553,205552
3631,constructors,97,NULL,NULL
3635,responsive-design,18,NULL,NULL
3637,register,11,NULL,NULL
3638,globals,49,NULL,NULL
3644,upload,11,203125,203124
3651,information-theory,5,NULL,NULL
3660,hateoas,19,203815,203814
3661,surrogate-keys,6,NULL,NULL
3662,interoperability,15,NULL,NULL
3664,solr,4,205549,205548
3667,pull-requests,35,NULL,NULL
3670,malicious-code,3,205545,205544
3671,plugin-architecture,27,NULL,NULL
3672,producer-consumer,15,NULL,NULL
3673,parameters,98,204634,204633
3678,luajit,1,205547,205546
3680,asn.1,2,326215,326214
3682,dogfooding,11,205875,205874
3686,opencl,4,NULL,NULL
3691,web-api,159,NULL,NULL
3694,jee,7,337614,337613
3715,common-lisp-object-system,1,223703,223702
3716,bundling,7,NULL,NULL
3719,ravendb,5,NULL,NULL
3723,apache-kafka,19,210661,210660
3724,asp-classic,12,210736,210735
3730,google-guice,8,211266,211265
3732,data-integrity,13,NULL,NULL
3739,gnu,20,NULL,NULL
3745,activerecord,10,NULL,NULL
3746,queueing,11,NULL,NULL
3751,drivers,17,NULL,NULL
3757,semantic-versioning,58,285365,285364
3759,thrift,2,223145,223144
3761,static,44,NULL,NULL
3762,instance,16,NULL,NULL
3763,raii,11,251037,251036
3766,loc,4,216501,216500
3776,angularjs,194,222848,222847
3777,language-specifications,6,235470,235469
3778,docker,41,219236,219235
3780,computation-expressions,7,NULL,NULL
3786,string-matching,27,NULL,NULL
3788,boxing,5,223444,223443
3789,c11,3,223487,223486
3793,offline,11,287950,287949
3795,indexeddb,7,NULL,NULL
3801,date-patterns,6,NULL,NULL
3807,aws,42,223484,223483
3808,unit-test-data,4,NULL,NULL
3811,chess,18,223894,223893
3812,racket,6,223438,223437
3818,laravel,78,223662,223661
3819,apache2,7,NULL,NULL
3825,client-server,127,NULL,NULL
3826,bootstrap,21,224093,224092
3827,firefoxos,1,225448,225447
3832,preferences,5,224851,224850
3833,settings,21,NULL,NULL
3839,pci,8,226627,226626
3842,phantomjs,2,228434,228433
3843,currency,5,NULL,NULL
3844,command-message,8,NULL,NULL
3850,perceptron,2,229010,229009
3854,package-managers,22,NULL,NULL
3855,uri,19,NULL,NULL
3857,brainfuck,4,237191,237190
3866,bytecode,18,NULL,NULL
3867,jre,3,NULL,NULL
3874,orchestration,4,NULL,NULL
3882,polyfill,3,NULL,NULL
3885,if-statement,19,234336,234335
3890,dispatch,5,NULL,NULL
3896,gitlab,10,237255,237254
3901,huffman-encoding,10,NULL,NULL
3906,hooks,11,NULL,NULL
3919,decorator,21,240283,240282
3920,factory,46,NULL,NULL
3924,template-method,12,241076,241075
3926,lambda-calculus,10,NULL,NULL
3929,swift-language,65,242867,242866
3932,circular-dependency,24,NULL,NULL
3934,yaml,4,244839,244838
3935,pure-function,22,244923,244922
3936,poco,6,250298,250297
3938,calling-conventions,8,NULL,NULL
3939,osgi,4,NULL,NULL
3942,compilation,45,NULL,NULL
3944,purescript,1,246441,246440
3948,typeclass,6,NULL,NULL
3950,es6,24,NULL,NULL
3951,windows-runtime,1,247420,247419
3953,cross-language,3,250062,250061
3961,elasticsearch,19,251817,251816
3963,reactive,26,NULL,NULL
3966,file-formats,7,253102,253101
3967,metadata,9,326509,326508
3973,distributed-system,39,NULL,NULL
3984,rspec,6,NULL,NULL
3989,type-theory,3,NULL,NULL
3991,combinatorics,27,256369,256368
3996,rake,2,NULL,NULL
3997,finally,5,257783,257782
3999,domain-name-system,8,258145,258144
4000,sql-domain,2,NULL,NULL
4001,domain-objects,11,NULL,NULL
4011,amd,4,NULL,NULL
4017,notify,2,NULL,NULL
4020,subtypes,5,NULL,NULL
4026,either,4,NULL,NULL
4030,bamboo,5,NULL,NULL
4031,matrices,19,NULL,NULL
4035,microservices,225,318683,318682
4036,modularization,21,NULL,NULL
4040,blob,7,NULL,NULL
4044,trait,13,NULL,NULL
4045,delegation,10,NULL,NULL
4050,gradle,13,NULL,NULL
4051,nuget,20,333614,333613
4052,rust,15,290552,290551
4056,dto,26,NULL,NULL
4058,posix,9,NULL,NULL
4059,eventual-consistency,18,NULL,NULL
4061,stream-processing,45,286893,286892
4066,argparse,4,NULL,NULL
4068,io.js,2,270506,270505
4071,strong-typing,4,NULL,NULL
4072,setters,16,283995,283994
4077,webgl,3,279730,279729
4079,functional-requirements,10,NULL,NULL
4081,lookup,9,NULL,NULL
4093,aot,2,285997,285996
4094,nginx,15,275253,275252
4095,load-balancing,17,NULL,NULL
4100,bios,5,NULL,NULL
4101,abi,5,277626,277625
4111,pipelining,9,NULL,NULL
4114,ms-dos,3,NULL,NULL
4123,cygwin,2,279728,279727
4126,less,3,344258,344257
4127,telerik,1,279649,279648
4128,ip-address,10,279671,279670
4136,undefined-behavior,10,NULL,NULL
4140,asp.net-mvc5,22,NULL,NULL
4143,devops,31,NULL,NULL
4144,operations,3,NULL,NULL
4147,virtual-functions,13,NULL,NULL
4150,blocking-function-call,4,NULL,NULL
4156,reference-counting,4,NULL,NULL
4164,golang,15,295156,295155
4169,type,11,NULL,NULL
4173,asynchronous,17,NULL,NULL
4175,rating-systems,2,NULL,NULL
4176,ranking-systems,5,NULL,NULL
4179,reactjs,47,NULL,NULL
4180,path,10,NULL,NULL
4181,builder-pattern,22,NULL,NULL
4183,controller,16,360648,360647
4185,mumps,2,NULL,NULL
4186,shunting-yard,4,NULL,NULL
4194,furps+,2,290816,290815
4196,behat,3,NULL,NULL
4197,hexadecimal,4,NULL,NULL
4201,this,5,NULL,NULL
4202,windows-10,4,NULL,NULL
4203,windows-phone-8.1,2,NULL,NULL
4204,uwp,4,NULL,NULL
4205,gtest,3,293946,293945
4206,change-management,6,NULL,NULL
4221,linguistics,2,NULL,NULL
4225,end-to-end,3,NULL,NULL
4226,monitoring,14,NULL,NULL
4230,fossil,2,NULL,NULL
4235,onion-architecture,16,NULL,NULL
4236,path-finding,9,NULL,NULL
4237,a-star,3,NULL,NULL
4247,vliw,1,302131,302130
4248,callbacks,21,360337,360336
4249,promises,18,NULL,NULL
4250,backend,39,NULL,NULL
4254,service-locator,6,NULL,NULL
4255,abstract-factory,13,NULL,NULL
4261,proxy,9,NULL,NULL
4262,dependency-inversion,20,311682,311681
4272,esb,4,NULL,NULL
4273,camel,2,325894,325893
4274,mongoose,5,340646,340645
4277,subclassing,9,NULL,NULL
4279,curry,1,307854,307853
4281,virtual-inheritance,2,NULL,NULL
4286,matrix,10,NULL,NULL
4298,notifications,10,NULL,NULL
4302,flux,4,NULL,NULL
4308,native,5,NULL,NULL
4309,wrapper,10,NULL,NULL
4317,unity3d,11,NULL,NULL
4320,hashtable,9,NULL,NULL
4322,hiphop,1,314588,314587
4323,liskov-substitution,48,315489,315488
4325,redux,23,NULL,NULL
4326,overriding,7,NULL,NULL
4328,multiple-dispatch,3,NULL,NULL
4329,google-cloud-datastore,8,315856,315855
4331,pthreads,3,NULL,NULL
4333,law-of-demeter,4,NULL,NULL
4335,pac,2,NULL,NULL
4338,appcache,2,NULL,NULL
4339,service-workers,6,NULL,NULL
4340,unique-data,6,NULL,NULL
4353,xamarin,14,NULL,NULL
4357,store,5,NULL,NULL
4359,typedef,5,NULL,NULL
4361,hypermedia,1,324845,324844
4366,apache-storm,2,NULL,NULL
4369,non-functional,2,NULL,NULL
4371,dapper,2,NULL,NULL
4373,open-closed-principle,9,NULL,NULL
4380,batch,3,330432,330431
4382,selenium-webdriver,2,NULL,NULL
4387,openapi,1,329860,329859
4388,email-ingestion,2,NULL,NULL
4395,read-only,2,NULL,NULL
4398,npm,9,NULL,NULL
4400,antibugging,2,331999,331998
4402,statement,2,NULL,NULL
4406,angular2,22,NULL,NULL
4407,getters,7,NULL,NULL
4417,facade,5,NULL,NULL
4418,robotframework,1,337631,337630
4419,.net-core,12,358882,358881
4424,spark,6,NULL,NULL
4425,paging,2,NULL,NULL
4428,lustre,1,336189,336188
4429,python-3,3,337627,337626
4430,geolocation,5,NULL,NULL
4432,swagger,3,336771,336770
4435,dynamic-analysis,2,NULL,NULL
4444,compile-time,5,NULL,NULL
4446,fail-fast,2,NULL,NULL
4449,test-scenarios,2,NULL,NULL
4454,semaphore,3,NULL,NULL
4455,mutex,3,NULL,NULL
4457,duplicate-keys,2,NULL,NULL
4459,asp.net-core,26,NULL,NULL
4460,submodules,3,NULL,NULL
4462,data-binding,2,NULL,NULL
4466,segmentation,2,NULL,NULL
4467,elm,2,NULL,NULL
4471,react,11,NULL,NULL
4472,weak-references,3,NULL,NULL
4478,untagged,1,360320,360319
4480,large-scale-scrum,1,344260,344259
4481,scaled-agile-framework,1,344262,344261
4483,boolean-logic,3,NULL,NULL
4487,event-handling,7,NULL,NULL
4491,logical-operator,3,NULL,NULL
4493,c++14,9,347343,347342
4494,constants,2,NULL,NULL
4496,default-method,1,347722,347721
4502,information-modelling,1,NULL,NULL
4503,relational-modelling,3,NULL,NULL
4504,table-design,1,NULL,NULL
4505,xsd,2,NULL,NULL
4509,webpack,2,NULL,NULL
4510,abac,1,351623,351622
4513,servlet,2,NULL,NULL
4514,clustering,1,NULL,NULL
4515,correlation,2,NULL,NULL
4521,ocl,2,352643,352642
4523,class-responsibility-card,1,NULL,NULL
4524,data-access,2,NULL,NULL
4525,google-maps,2,NULL,NULL
4526,factory-pattern,5,NULL,NULL
4529,iot,2,356907,356906
4532,react-native,1,356905,356904
4533,jwt,10,356826,356825
4534,metadata-driven-architecture,1,NULL,NULL
4536,xen-hypervisor,1,NULL,NULL
4538,containers,1,NULL,NULL
4547,e2e-test,1,NULL,NULL
4548,kpi,1,NULL,NULL
4550,specification-by-example,1,NULL,NULL
4551,repository-pattern,22,NULL,NULL
4553,presenter,1,NULL,NULL
4557,cqs,1,NULL,NULL
4558,space,1,NULL,NULL
4559,voyager,1,NULL,NULL
4560,scaling,1,NULL,NULL
